performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket
PPM000140,PGS000055,PSS000086,Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000141,PGS000056,PSS000088,Cognitive decline (time to MMSE 4-point decrease),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000142,PGS000056,PSS000088,Motor decline (time to UPDRS III 20-point increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000143,PGS000056,PSS000088,Motor decline (time to H&Y Scale stage ≥ 3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000147,PGS000058,PSS000092,Major coronary events (MCE) events among Type 2 Diabetes patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000148,PGS000058,PSS000093,Major coronary events (MCE) events among Type 2 Diabetes patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000149,PGS000059,PSS000095,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000150,PGS000059,PSS000094,Incident coronary heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000151,PGS000060,PSS000098,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000152,PGS000060,PSS000097,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM000153,PGS000060,PSS000096,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only
PPM000154,PGS000060,PSS000099,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM000155,PGS000061,PSS000098,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000156,PGS000061,PSS000097,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM000157,PGS000061,PSS000096,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only
PPM000158,PGS000061,PSS000099,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM000159,PGS000062,PSS000098,Serum total cholesterol (TC) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000160,PGS000062,PSS000097,Serum total cholesterol (TC) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM000161,PGS000062,PSS000096,Serum total cholesterol (TC) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only
PPM000162,PGS000062,PSS000099,Serum total cholesterol (TC) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM000163,PGS000063,PSS000098,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000164,PGS000063,PSS000097,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: European-only
PPM000165,PGS000063,PSS000096,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: European-only
PPM000166,PGS000063,PSS000099,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic or Latin American,Train: European-only
PPM000167,PGS000064,PSS000104,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000168,PGS000065,PSS000104,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000169,PGS000066,PSS000104,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000170,PGS000064,PSS000102,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000171,PGS000065,PSS000102,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000172,PGS000066,PSS000102,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000173,PGS000064,PSS000103,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000174,PGS000065,PSS000103,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000175,PGS000066,PSS000103,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000176,PGS000064,PSS000100,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: Multi incl. EUR
PPM000177,PGS000065,PSS000100,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: Multi incl. EUR
PPM000178,PGS000066,PSS000100,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,African,Train: Multi incl. EUR
PPM000179,PGS000064,PSS000101,Serum high-density lipoprotein (HDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000180,PGS000065,PSS000101,Serum low-density lipoprotein (LDL) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000181,PGS000066,PSS000101,Serum triglyceride (TG) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000182,PGS000067,PSS000105,aggressive prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000182,PGS000067,PSS000105,aggressive prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000183,PGS000067,PSS000105,aggressive prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000183,PGS000067,PSS000105,aggressive prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000184,PGS000067,PSS000106,any prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000184,PGS000067,PSS000106,any prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000185,PGS000067,PSS000106,any prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000185,PGS000067,PSS000106,any prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000186,PGS000067,PSS000107,very aggressive prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000186,PGS000067,PSS000107,very aggressive prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000187,PGS000067,PSS000107,very aggressive prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000187,PGS000067,PSS000107,very aggressive prostate cancer (age at onset),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000188,PGS000068,PSS000108,all invasive epithelial ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000188,PGS000068,PSS000108,all invasive epithelial ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000189,PGS000069,PSS000108,serous epithelial ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000189,PGS000069,PSS000108,serous epithelial ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000190,PGS000070,PSS000109,Incident lung cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000191,PGS000071,PSS000110,Bladder cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000192,PGS000072,PSS000111,Breast cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000193,PGS000073,PSS000112,Cervical cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000194,PGS000074,PSS000113,Colorectal cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000195,PGS000075,PSS000114,Endometrial cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000196,PGS000076,PSS000115,Kidney cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000197,PGS000077,PSS000116,Lymphocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000198,PGS000078,PSS000117,Lung cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000199,PGS000079,PSS000118,Melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000200,PGS000080,PSS000119,Non-Hodgkin's lymphoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000201,PGS000081,PSS000120,Oral cavity and pharyngeal cancers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000202,PGS000082,PSS000121,Ovarian cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000203,PGS000083,PSS000122,Pancreatic cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000204,PGS000084,PSS000123,Prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000206,PGS000086,PSS000125,Testicular cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000207,PGS000087,PSS000126,Thyroid cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000208,PGS000088,PSS000153,Basophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000209,PGS000088,PSS000127,Basophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000210,PGS000089,PSS000154,Basophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000211,PGS000089,PSS000128,Basophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000212,PGS000090,PSS000155,Eosinophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000213,PGS000090,PSS000129,Eosinophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000214,PGS000091,PSS000156,Eosinophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000215,PGS000091,PSS000130,Eosinophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000216,PGS000092,PSS000157,Hematocrit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000217,PGS000092,PSS000131,Hematocrit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000218,PGS000093,PSS000158,Hemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000219,PGS000093,PSS000132,Hemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000220,PGS000094,PSS000159,High light scatter reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000221,PGS000094,PSS000133,High light scatter reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000222,PGS000095,PSS000160,High light scatter reticulocyte percentage of red cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000223,PGS000095,PSS000134,High light scatter reticulocyte percentage of red cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000224,PGS000096,PSS000161,Immature fraction of reticulocytes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000225,PGS000096,PSS000135,Immature fraction of reticulocytes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000226,PGS000097,PSS000162,Lymphocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000227,PGS000097,PSS000136,Lymphocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000228,PGS000098,PSS000163,Lymphocyte percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000229,PGS000098,PSS000137,Lymphocyte percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000230,PGS000099,PSS000164,Mean corpuscular hemoglobin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000231,PGS000099,PSS000138,Mean corpuscular hemoglobin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000232,PGS000100,PSS000165,Mean corpuscular hemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000233,PGS000100,PSS000139,Mean corpuscular hemoglobin concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000234,PGS000101,PSS000166,Mean corpuscular volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000235,PGS000101,PSS000140,Mean corpuscular volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000236,PGS000102,PSS000167,Monocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000237,PGS000102,PSS000141,Monocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000238,PGS000103,PSS000168,Monocyte percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000239,PGS000103,PSS000142,Monocyte percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000240,PGS000104,PSS000169,Mean platelet volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000241,PGS000104,PSS000143,Mean platelet volume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000242,PGS000105,PSS000170,Neutrophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000243,PGS000105,PSS000144,Neutrophil count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000244,PGS000106,PSS000171,Neutrophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000245,PGS000106,PSS000145,Neutrophil percentage of white cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000246,PGS000107,PSS000172,Plateletcrit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000247,PGS000107,PSS000146,Plateletcrit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000248,PGS000108,PSS000173,Platelet distribution width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000249,PGS000108,PSS000147,Platelet distribution width,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000250,PGS000109,PSS000174,Platelet count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000251,PGS000109,PSS000148,Platelet count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000252,PGS000110,PSS000175,Red blood cell count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000253,PGS000110,PSS000149,Red blood cell count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000254,PGS000111,PSS000176,Reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000255,PGS000111,PSS000150,Reticulocyte count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000256,PGS000112,PSS000177,Reticulocyte fraction of red cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000257,PGS000112,PSS000151,Reticulocyte fraction of red cells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000258,PGS000113,PSS000178,White blood cell count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000259,PGS000113,PSS000152,White blood cell count,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000260,PGS000114,PSS000179,Juvenile Idiopathic Arthritis,0.657,0.631,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657,0.631,0.683,0.657,0.631,0.683,European,Train: European-only
PPM000261,PGS000114,PSS000180,Juvenile Idiopathic Arthritis,0.671,0.635,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.671,0.635,0.706,0.671,0.635,0.706,European,Train: European-only
PPM000262,PGS000114,PSS000179,Juvenile Idiopathic Arthritis,0.735,0.712,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,0.712,0.758,0.735,0.712,0.758,European,Train: European-only
PPM000263,PGS000114,PSS000180,Juvenile Idiopathic Arthritis,0.738,0.705,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738,0.705,0.77,0.738,0.705,0.77,European,Train: European-only
PPM000264,PGS000115,PSS000184,Serum low density lipoprotein cholesterol (LDL-C) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000265,PGS000115,PSS000183,Serum low density lipoprotein cholesterol (LDL-C) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000267,PGS000115,PSS000185,Serum low density lipoprotein cholesterol (LDL-C) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM000267,PGS000115,PSS000185,Serum low density lipoprotein cholesterol (LDL-C) levels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM000339,PGS000118,PSS000206,Melanoma,0.61,0.59,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.59,0.62,0.61,0.59,0.62,European,Train: European-only
PPM000340,PGS000120,PSS000208,Squamous cell carcinoma,0.59,0.56,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.56,0.61,0.59,0.56,0.61,European,Train: European-only
PPM000341,PGS000119,PSS000209,Basal cell carcinoma,0.64,0.62,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.62,0.66,0.64,0.62,0.66,European,Train: European-only
PPM000342,PGS000118,PSS000207,Skin cancer,0.57,0.56,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.56,0.58,0.57,0.56,0.58,European,Train: European-only
PPM000343,PGS000120,PSS000207,Skin cancer,0.58,0.57,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.57,0.6,0.58,0.57,0.6,European,Train: European-only
PPM000344,PGS000119,PSS000207,Skin cancer,0.58,0.56,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.56,0.58,0.58,0.56,0.58,European,Train: European-only
PPM000345,PGS000118,PSS000211,Skin cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000346,PGS000120,PSS000211,Skin cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000347,PGS000119,PSS000211,Skin cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM000348,PGS000118,PSS000210,Melanoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
